word,count
柏克萊,1
逾萬元,1
死硬,1
蚊子,1
西屯,1
出不去,1
停輛,1
丟就,1
柱旁,1
一角,1
加一些,1
美術,1
手繪,1
小角,1
畫龍點睛,1
手是,1
鏗鏘,1
漯垂,1
側身,1
感能,1
六條,1
稜線,1
起伏,1
若隱若現,1
鮪魚,1
肚爭,1
氣有型,1
台帥車,1
或類,1
寬體,1
魚鰭,1
壯觀,1
有角,1
過跟,1
掛後,1
暫放,1
穿透,1
溫層,1
何會,1
幾百塊,1
還幫,1
珍惜,1
走低,1
喜新厭舊,1
還擺,1
俗話說,1
偷竊,1
北鼻,1
直曬,1
看柱,1
多斜,1
帥多,1
前駕,1
跟外,1
簡角,1
銷魂,1
懸浮,1
六塊,1
躲雨,1
讚譽,1
型車,1
對稱性,1
待遇,1
開蓋,1
斜角,1
人體工學,1
外開,1
兩道,1
洗澎澎,1
這問,1
裝門,1
熊熊,1
異動,1
盜刷,1
聯絡人,1
照片檔,1
四環,1
第四款,1
小年夜,1
一見鍾情,1
壓根兒,1
遮雨,1
第二條,1
鎮壓,1
連成,1
大動脈,1
延伸到,1
小動脈,1
橫擺,1
由下,1
油少,1
太素,1
融洽,1
合度,1
無緣,1
腹肌,1
靜謐,1
過幾次,1
不信,1
放顆,1
跳蛋,1
一得,1
失三,1
廂車,1
淋濕,1
自欺欺人,1
兩廂車,1
良藥,1
顯露出,1
聞風,1
人不買,1
不活,1
早鳥,1
亂漲,1
亂降,1
樓主,1
會注,1
回漲,1
萬元到,1
最高萬元,1
运动版,1
版萬元,1
最大以,1
達萬,1
變貴,1
微幅,1
借鏡,1
調升,1
誠摯,1
先後,1
過在,1
彈飛,1
至十餘筆,1
認忘鎖,1
微翹,1
接縫處,1
拉出,1
吞吞吐吐,1
眉梢,1
鼻翼,1
八代,1
殺氣,1
南院,1
尖角,1
貫徹始終,1
氣壩,1
法令紋,1
凌人,1
剩一篇,1
敬請,1
五點,1
還有過,1
補眠,1
故宮,1
備享,1
數也,1
連本版,1
殺人滅,1
圖層,1
自設,1
臀中肌,1
捏出,1
堅挺,1
美尻難求,1
背鰭,1
掐指一算,1
不犯,1
小人,1
犯犯,1
變態,1
我見,1
少識,1
化去,1
貼合,1
三廂,1
臭豆腐,1
鹹酥雞,1
傑森史塔森,1
舒淇,1
三廂車,1
站樁,1
內含,1
拍謝,1
超充則,1
還原,1
取樣,1
機整,1
不為,1
人知,1
他並,1
螺絲釘,1
深切,1
上緊,1
太陽報,1
燈上,1
冷凝水,1
初二,1
低標,1
算慢,1
耗時,1
底才,1
幫上,1
緣分,1
漏掉,1
前五大,1
折萬開,1
專輯,1
橫著,1
防免,1
右派,1
極權,1
打仗,1
逃到,1
漫畫,1
這啥,1
被捕,1
源碼,1
編碼,1
內將,1
萬筆,1
很順,1
並此,1
冒用,1
萬餘,1
寄發,1
並另,1
留心,1
外亦將,1
加密,1
哥問,1
健檢,1
過一堆,1
對行,1
無所遁形,1
動向,1
陸港,1
雨刷上,1
改換,1
仍不減,1
傲嬌,1
換湯,1
換藥,1
千年,1
沒輸過,1
值回票價,1
招藏,1
合總比,1
牛粉,1
酸民,1
少一顆,1
開三萬,1
加州人,1
少年,1
愛罵,1
回饋給,1
河粉,1
券笑爛,1
洗版,1
右打,1
不計成本,1
藝人,1
毀容,1
破相,1
捕獲,1
野生,1
復原,1
還駕,1
引近,1
攝壹蘋,1
續行,1
便宜行事,1
看次,1
車邊,1
光明磊落,1
君子,1
車橫著,1
還網,1
熱論,1
但個,1
給佔,1
一氣之下,1
陳力,1
山頭,1
震懾,1
線徑,1
獨大,1
終將,1
變短,1
熱身,1
中換,1
章魚,1
山裡,1
不復,1
外出到,1
徑不夠,1
金融界,1
賠本,1
私募,1
做空,1
流去,1
佔領,1
獨到,1
套上,1
超省,1
有當,1
靈異,1
雙料,1
調整期,1
李書良,1
臉上,1
出院,1
滑鐵盧,1
第多,1
戛然,1
而止,1
屬零跑,1
月僅,1
年首,1
智利,1
了點,1
透支,1
第點則,1
僅將,1
打回,1
龍吟,1
中東,1
南美,1
窮國,1
前六名,1
阿拉伯,1
修一次,1
條線,1
略顯,1
換大電,1
夾了,1
狂轉,1
轉太,1
開要,1
會頓,1
想吐,1
不太行切,1
兩杯,1
象山,1
壞什麼,1
有跡,1
預防性,1
底殼,1
包綠,1
潤滑油,1
的換,1
整組整,1
組換,1
航程,1
做的還,1
逐月,1
領跌,1
萬壞,1
一半若,1
做得到,1
混合式,1
爛嗎,1
氣渦輪,1
對家裡,1
仔會,1
每分鐘,1
打同,1
混血,1
王子,1
但同,1
虛浮,1
檔位,1
廢開,1
開小排,1
高呼,1
轉強,1
座開,1
丟某,1
一回事,1
得花,1
幾百,1
上千萬才,1
股日,1
小七,1
首家,1
三四,1
測評,1
有六款,1
李柯,1
另據,1
月減,1
轉冷,1
祕書長,1
轉差,1
走出,1
上單,1
打過,1
港幣,1
已改,1
此話,1
怎講,1
效仿,1
其能,1
利基,1
轉嫁,1
曾將,1
人本,1
第三至,1
拋在腦,1
則有次,1
音浪,1
車送,1
時開,1
變橫,1
還停,1
漲漲,1
問各位,1
很香,1
不大夠,1
快壞,1
鈕是,1
進氣閥,1
尾廂,1
無鉛,1
吸睛度,1
看一些,1
並不好,1
一大筆,1
賣高,1
眾所,1
性行銷,1
其部分,1
分身,1
名符其實,1
窗邊,1
門縫,1
中一台,1
銹蝕,1
某鴻章網,1
風箱,1
浩劫,1
冷凝,1
風化,1
修壞,1
再大,1
紅會,1
園買,1
勢將,1
重塑,1
下還,1
大砍,1
廠小鵬,1
孵化,1
重用,1
一台試,1
跌跌,1
紅亦,1
前當,1
其會,1
將再,1
增量,1
轉化為,1
愛麗絲,1
史帝夫,1
鮑爾,1
卡洛斯史林,1
佩吉,1
謝爾,1
布林,1
麥可,1
馬雲,1
同色車,1
溫哥華市,1
眼前,1
同色且,1
短信,1
發來,1
給發,1
發夠,1
給是,1
所開,1
同色,1
僅憑,1
馬克,1
換給,1
動盪,1
群耶,1
現下,1
綠豆,1
文都,1
踢出去,1
壞話,1
刪文,1
摸索,1
不選空,1
置入,1
上架,1
一鹿,1
窗會,1
小部分,1
測撞,1
及大部分,1
極狐較,1
陸劇,1
風而行,1
顧南亭,1
開極狐有,1
傳承,1
微銹,1
冷度,1
改順,1
開吃,1
接受不了,1
怒氣,1
老闆娘,1
丟出,1
撕膜,1
殘膠,1
該作,1
不補電,1
阿花,1
從補,1
海鮮店,1
五六十,1
魚味,1
鋪放,1
冷凍,1
魚貨,1
櫃檯,1
第五站,1
朝聖,1
金字塔型,1
餐點,1
鋪個,1
會消,1
該牌,1
詢求,1
點車,1
攤位,1
美麗,1
已晚,1
一下路,1
透著,1
色調,1
充電量,1
光暈,1
更正,1
補電以,1
報上,1
沒多作,1
店裡,1
抽掉,1
塞著,1
有光,1
貼好,1
滿佈,1
忍受,1
乾燥,1
有壁充,1
很鮮,1
一次剛,1
鮮度,1
股神,1
官媒,1
負債表,1
弱者,1
割喉,1
戰玩,1
紅標,1
警報聲,1
老濕機,1
披露,1
信用,1
仍有,1
今後,1
不宜,1
解決之道,1
正息,1
紅中,1
收滿,1
紋飾板,1
節溫器,1
一檔,1
閥體,1
大摩,1
摩根士丹利,1
逗著,1
彭博新,1
階梯,1
愛要,1
有設,1
萬丹,1
紅豆餅,1
塞到,1
充的電,1
跑跑,1
下開,1
下扣,1
開往,1
還不差,1
能耐,1
九萬元,1
新冠,1
封控,1
亂局,1
倍至,1
財務長,1
奉瑋,1
朱曉彤,1
人心惶惶,1
信箱,1
速克達,1
一貫,1
清流,1
交付給,1
受力,1
粗糙,1
車輛數量,1
剛體,1
兩難,1
論路感,1
論可,1
域論,1
高齡,1
特加,1
趨近,1
文車,1
寧靜,1
燎原,1
自相殘殺,1
福建,1
前送,1
編按,1
行善,1
誤解,1
公平會,1
漲成,1
什麼料,1
還缺,1
身形,1
夾得,1
高低差,1
乏人問津,1
及大廠,1
環環相扣,1
超低,1
振興,1
形容為,1
萬元元,1
大額,1
戰已,1
多速域,1
踏步,1
從換代,1
一個將,1
搪塞,1
人損,1
會換,1
條文,1
註明,1
你將,1
發人省思,1
甜蜜,1
成一發,1
倉促,1
應戰,1
空前,1
總廠,1
本省籍,1
需萬元,1
外外,1
本省,1
車勒,1
天津市,1
派發,1
山東省,1
消費券,1
河南,1
黑龍江,1
山西,1
雲南,1
海南,1
貴州,1
慘萬,1
超萬元,1
不可收拾,1
競相,1
借錢,1
中較,1
便車,1
反傷,1
蒂達,1
臨死,1
極盡,1
安德魯,1
輕蔑,1
車大多,1
數人會,1
博士,1
丹柯年,1
合著,1
一本,1
辭世,1
離世,1
莎拉,1
一本書,1
哈藍,1
花多少,1
福寶,1
河南省,1
包以,1
會太亮,1
展車,1
貝爾,1
諾華,1
艾里森,1
黑道,1
賭毒,1
刑責,1
密集型,1
運輸部,1
權但,1
司法部,1
管轄權,1
另種,1
全神貫注,1
則稱,1
其為,1
爭先,1
搶入,1
懷著,1
商品化,1
取名,1
幕後,1
接管,1
阿爾,1
貝佐斯,1
其首款,1
傑夫,1
奧爾,1
西奧,1
祖克伯會,1
二十一世紀,1
車比,1
更受,1
數會,1
最新的車,1
花六,1
豪買,1
東減,1
西省,1
凡人,1
裡有個,1
張揚,1
阿曼,1
車表,1
年富,1
比世,1
前大,1
淨值,1
前所未有,1
再少,1
版要,1
車推,1
女兒身,1
經查,1
已依,1
社會局,1
現場圖,1
控制力,1
施暴,1
社工,1
她將,1
年時,1
帥字,1
承續,1
歐風,1
裝著,1
車沒什麼,1
整合型,1
一部開,1
幾部車,1
大受,1
列一堆,1
換殼,1
往路,1
扯下,1
抓折,1
輔導,1
高快,1
菜色,1
差一半,1
拍手,1
最內卷,1
朱吉受,1
實美,1
上眼,1
熬夜,1
中多數,1
這兩輛,1
碰觸到,1
中後排,1
堅硬,1
啦換,1
還怒,1
莊淇鈞,1
並將車,1
記器,1
旁圖,1
硬將,1
那個點,1
蜈蚣,1
車集團,1
制若,1
搞事,1
回加,1
儲值,1
雜費,1
車多付,1
捲尺,1
以路,1
緣石,1
邊線,1
哀號,1
時未,1
不以為然,1
槍將,1
酌收,1
加元,1
以此,1
週轉率,1
互報,1
停車區,1
快等語,1
仍免,1
加補個,1
條約,1
秋後,1
神龍,1
偏掉,1
老遠,1
大里,1
豐原,1
當時車,1
開近,1
破碎,1
軟墊,1
缺什麼,1
連絡上,1
橫衝直撞,1
簡陋,1
擺尾,1
開爆,1
整合性,1
讚嘆,1
租台,1
沒繳,1
處男,1
喇機,1
有前,1
觸碰,1
提外,1
近一上,1
塞得,1
無話可說,1
著車,1
百感交集,1
拮据,1
人人當,1
貓貓,1
嚇屎,1
妹妹,1
護板,1
角均,1
水路,1
跟區軸,1
滲漏,1
拆卸,1
大樑,1
支架,1
無換,1
防盜,1
白色水,1
整咖副,1
乾淨區,1
拆換,1
半秒,1
燈光秀,1
反應給,1
看整,1
熟女,1
過路,1
處車,1
逼能,1
意料,1
講一些,1
大黑,1
美美,1
吻別,1
不起眼,1
包全車,1
分幾個,1
擾人,1
無力感,1
狂放,1
寬長,1
辨別,1
不要臉,1
蠻猛,1
各種車,1
滿遠,1
狂貼,1
遠方,1
改直,1
側翻,1
比純,1
不爭,1
有據,1
保第三,1
似是而非,1
一戶,1
從家,1
中拉,1
旁給,1
等不及,1
貼近,1
控制住,1
註銷,1
無牌車,1
貨物,1
練手,1
半米,1
往內切,1
每一,1
新市,1
緊貼,1
跑掉,1
壓的夠,1
高外,1
講個,1
家伙,1
著喊,1
推崇,1
低級,1
招數,1
鏈上次,1
裝死,1
講下,1
鬧笑話,1
喊喊,1
雜魚牌,1
老愛,1
嚷嚷,1
前擋風,1
角上,1
給老,1
有理,1
車太老,1
過幾家,1
作好,1
刷首,1
張冠李戴,1
驕車,1
卡州,1
比來,1
還不買,1
消費品,1
仍以,1
評選出,1
十輛,1
五輛,1
三輛,1
共四款車,1
躍上,1
幹過,1
力圖,1
美新車,1
唯二,1
這十輛,1
剩三部,1
副主任,1
費雪,1
絕佳,1
禁售,1
改道,1
開麥拉,1
控制好,1
律安,1
不解,1
錢途,1
割破,1
說說話,1
算至,1
中乘用,1
近達,1
下該,1
相距,1
更棒,1
跨多個,1
敲響,1
警鐘,1
任命,1
宣揚,1
表現出,1
賭注,1
可給,1
佔新車,1
哪款,1
綁緊,1
近逼,1
沒人發,1
仍不高,1
歧管,1
節氣,1
門還,1
發行,1
電壞,1
挑出來,1
收取,1
千沒像,1
大一片,1
電路板,1
也講,1
開要換,1
貴並,1
料錢貴,1
公有路,1
重上,1
下一版,1
拖救,1
停天元,1
充為,1
起元,1
槍停,1
加元以,1
充車,1
省電費,1
另台,1
會測,1
蘆洲,1
大號,1
比家,1
免收,1
外並,1
付點,1
面市,1
物聯網,1
見識到,1
飛雅特,1
道奇,1
充貴,1
和車,1
底定,1
光芒,1
好好笑,1
消遣,1
看一群,1
車生,1
這快,1
著一家,1
玩到,1
卷三次,1
比超充,1
挨批,1
稍差,1
香菇,1
海面,1
雲中,1
電上,1
設好,1
點蠻,1
逾時,1
壞大,1
還啊,1
阿災,1
這種車,1
看小施,1
驚呆,1
五萬,1
補給,1
帶個,1
餵奶,1
先補個電,1
來充,1
台東站,1
補入,1
第二站,1
條跟,1
地平線,1
拍出,1
種年,1
點拍,1
收好,1
分補入,1
三站,1
這間當,1
樁剛,1
蠻多,1
渡個,1
擠人,1
來住,1
是種,1
驚喜感,1
放進去,1
沐浴,1
歐舒丹,1
擺設,1
兩罐,1
兩碗,1
泡麵,1
夜景,1
爬起來,1
邊拍,1
萬格,1
新制,1
調整成,1
很愛他,1
車舊,1
反差感,1
最終版,1
及個,1
霧霧,1
鳥屎,1
不同色,1
浪板,1
右後左後有,1
磚頭,1
偷笑,1
車說,1
小失,1
新開幕,1
微雷,1
地墊,1
蟲網,1
跑進,1
變大,1
車王,1
地裝,1
腦充,1
滲入,1
上牌,1
很準,1
不換會,1
底座,1
噴出來,1
過三,1
豆乾,1
皺褶,1
太高扣,1
每片,1
關節,1
潮早,1
同級車,1
轉職,1
幹不完,1
虧大,1
變沒價,1
基板,1
高家裡,1
之眼,1
親熱,1
吹不怕,1
敲門,1
地以,1
過也會,1
贊成,1
入微,1
列完,1
那場,1
燒得,1
水沖,1
備著,1
元給,1
老老,1
十五年,1
賣十幾萬,1
兩三百萬,1
賣個,1
水漲船高,1
便有,1
為度,1
電為,1
公友,1
抓元,1
還能動,1
這老問,1
電子菸,1
吉普,1
觀點論,1
細緻,1
折壽,1
看得夠,1
二手商,1
結輪,1
歸究,1
過保後換,1
很貴當,1
沒價,1
要估,1
優渥,1
僅略,1
穩坐,1
成法,1
美加,1
墨本,1
可達此,1
約三,1
等付,1
潛水,1
杞人憂天,1
險還,1
大賠,1
但帥,1
不買輛,1
車圈,1
太內卷,1
下降為,1
先向,1
無退車,1
辦起,1
照例,1
輛的輛,1
風貌,1
劃分為,1
比新冠,1
中五菱,1
宏光,1
及則,1
國罵,1
最大而,1
嚴峻,1
給人,1
的島,1
張宸,1
起約,1
補償,1
輛依次,1
後則,1
價並,1
日剛,1
蔣季容,1
三立,1
數來,1
喜憂參半,1
匯總,1
呈現出,1
如山,1
零星,1
輛剛,1
系其,1
內則,1
餐敘,1
轉佳,1
可別,1
工作天,1
台為,1
第贏,1
側翼,1
好友,1
而前,1
幫幫忙,1
慘被,1
擠下,1
中段班,1
非正式,1
規配,1
將待,1
三千個,1
頭皮,1
發麻,1
階級,1
開才,1
早變,1
推說,1
天文數字,1
降是,1
徐徐,1
海邊,1
醒醒,1
每過,1
嫌點,1
缸車,1
重使,1
雲林,1
恆春,1
感部,1
分高,1
情商,1
則是顛,1
老馬,1
紅眼,1
就過,1
微風,1
首月,1
元旦,1
週休,1
二日,1
已屬,1
轉買,1
單要,1
棄了,1
貴快,1
吹來,1
掩飾,1
她並,1
熟練,1
放蓬,1
曬照,1
合照,1
物超所值,1
載浮載沉,1
蓮花,1
慣壞,1
其怪,1
路中,1
男飆,1
改要,1
病貓,1
葡爾頓,1
反映到,1
唯三,1
專頁,1
克羅埃西亞,1
三多,1
叩謝,1
兩大新,1
隆恩,1
好癢,1
車這車,1
男路,1
哪能,1
英國人,1
差台,1
第三高,1
骨氣,1
提升為,1
增加為,1
透光率,1
冰鑽,1
身材,1
普級,1
七八折,1
最鳥,1
剛查,1
商也會,1
布建,1
年輛,1
千輛,1
自第名,1
最大宗,1
捷報,1
單月總,1
助攻,1
前日,1
有達輛,1
匹的則,1
據來,1
看僅,1
輛為輛,1
最大宗的則,1
時日,1
助拳,1
高一階,1
生產地,1
太大顆,1
來開,1
一語,1
叫罵,1
一言不合,1
把槍,1
男喊爸,1
掏槍,1
曝中時,1
慧雯,1
宜蘭市,1
女中路,1
竟持,1
奔喪,1
嗆罵,1
急事,1
怒氣沖沖,1
揚長而去,1
幹譙,1
惡行,1
起底,1
管束,1
勞務,1
場立,1
悔過書,1
攜帶式,1
斯特,1
一言,1
放軟,1
入鏡,1
李兩,1
屬意,1
就常會,1
跳樓,1
首當其衝,1
特連,1
發下,1
高難度,1
前五,1
萬輛僅,1
躍身,1
問鼎,1
名個,1
坐二,1
通算,1
從五門,1
熱控,1
前備,1
慚愧,1
影響不了,1
雙和系,1
飛起,1
名副其實,1
抖來,1
站數,1
車國補,1
原估,1
次優,1
可收,1
費等,1
或視,1
提昇,1
動線,1
識讀,1
性及,1
優勝,1
悠悠哉哉,1
西湖,1
關廟,1
石碇,1
點比前,1
古坑,1
二家,1
站個,1
特價,1
萬版,1
緊跟,1
驟降,1
兄妹,1
受此,1
四十而,1
漢蘭達,1
達瑞,1
花快,1
買爛車,1
魏國,1
從二一,1
九年,1
時較,1
短將,1
二十八五,1
約六,1
五十五,1
十二月,1
二二億,1
四八六億,1
罰緩,1
零度,1
隻字,1
提二二,1
說多數,1
中會,1
上款,1
上多國,1
抓緊,1
北共,1
六站,1
決標,1
連莊,1
餘下,1
星辰,1
拉銳,1
蓋上,1
卡羅,1
判刑,1
詐賭,1
惹火,1
行徑,1
平息,1
騎家裡,1
超舊,1
邊不,1
爭道,1
邊邊,1
還越,1
越近,1
溜走,1
泰安,1
湖南,1
低迷,1
期由,1
一次將,1
二期,1
六號,1
躍增,1
讀過,1
國策,1
繼月,1
中版,1
喊漲,1
刮起,1
要害,1
萬元則,1
版版,1
貴要,1
移居,1
吼母,1
亞當史密斯,1
三號,1
一雙,1
蓋座,1
評選,1
八六二萬,1
奧蘭多,1
堪薩斯州,1
零食,1
選裝,1
終身,1
為長,1
使用權,1
延保年,1
網上還,1
出多張,1
暱稱,1
杭州,1
蕭山,1
高喊,1
高先,1
命用,1
流油,1
繁多,1
周其,1
買十天,1
見獵心喜,1
警民,1
農曆年前,1
沒轍,1
簽字,1
禮品,1
生路,1
門店,1
四面八方,1
言說,1
存粹,1
莫屬,1
鮮少,1
車令,1
血脈,1
賁張,1
雙臂,1
稀有性,1
敞著篷,1
歪什麼,1
沈淪,1
場子,1
價萬元,1
頻出,1
超萬輛,1
伯恩斯坦,1
並使,1
連番,1
小康,1
裕民,1
勸導,1
維奇,1
說剛,1
費二十五至,1
三十,1
七六七至,1
二元,1
六度,1
三流,1
天冷,1
坦然,1
度時,1
而雙,1
低時,1
會因,1
其中單,1
一接,1
完銷,1
萬元創,1
驟減,1
近五個,1
內外銷,1
僅一款,1
追平,1
二五小時,1
點時,1
推不動,1
托市,1
急忙,1
圖將,1
圖事,1
道謝,1
特黑們,1
蔡儀潔,1
中降,1
斤斤計較,1
銀彈,1
崩崩,1
低買,1
特降,1
多給點,1
反其道而行,1
漲五萬,1
皆大歡喜,1
端倪,1
前瞻,1
前煞,1
稱作,1
探歌,1
新車換,1
舊有,1
位位,1
鼓吹,1
則遭,1
路旁,1
西向東,1
王姓,1
再波,1
四車,1
車連,1
門擺,1
踢到,1
鐵板,1
電尾手,1
撇頭,1
貴鬆鬆,1
戰在,1
國六,1
連也,1
新系,1
高企,1
受新,1
多以,1
車因,1
高歌,1
飯店,1
滾落,1
經測名,1
另名,1
僅次,1
二倍,1
扶手箱,1
小到,1
少五,1
三角形,1
夾到,1
六四,1
百改,1
連嘉,1
最久,1
則待,1
正代半,1
顆顆,1
兩萬多,1
爽得,1
壓夠,1
神馬,1
恩恩,1
互撞,1
中波及,1
猛進,1
之旅,1
濃烈,1
難座,1
圓球,1
龍珠,1
對線,1
和雙,1
看要,1
精準度,1
差一截,1
人覺,1
免強,1
改有,1
限動裡,1
湊足,1
無妨,1
改得,1
但選,1
沒坐,1
訂五門,1
拿車,1
踏馬,1
腦呢,1
回家路,1
買後改,1
選完,1
這也給,1
要課,1
清倉,1
導光條,1
潮中,1
快歲,1
東年,1
車官,1
三四萬元,1
多月後陳東,1
這比,1
足足,1
地比,1
燈眉,1
感有種,1
輸在,1
荷蘭人,1
人則,1
乒乓球,1
買享,1
老客戶,1
逐年,1
奢侈稅,1
很貴光,1
近千萬,1
買二台,1
難易,1
你懂,1
盾徽,1
順帶連,1
選了,1
鐘沒選,1
車以,1
四萬比用,1
還省,1
選回,1
可不選,1
類但,1
收聽,1
寸會,1
改大,1
彩色,1
貼花,1
很熱且,1
曬黑,1
有好有壞,1
十八向,1
四區,1
自拍,1
牛肉麵,1
觸控面板,1
娃娃,1
多交,1
心安,1
先幫,1
改部分,1
丟去,1
給外場,1
備料,1
歌單,1
先要,1
一選牌,1
選是,1
鐵支,1
牌要,1
拿還,1
保戶,1
適足,1
貼極,1
太黑,1
貼前,1
給後改,1
公仔,1
常坐,1
滿整,1
太大片,1
買五門,1
稀有,1
訂凱彥,1
八原,1
房東,1
美業,1
十警,1
門版,1
果嶺,1
價的,1
五門版,1
唐宋,1
老掉,1
逛逛街,1
兩層,1
喜愛度,1
光個,1
回要,1
靠車,1
自爽,1
觀察期,1
退萬,1
版五門,1
版四,1
五片,1
回台,1
高亮,1
略重,1
迅間,1
有力,1
送度,1
弄大台,1
對向車,1
卻會,1
會往,1
前點頓,1
我遇,1
過二次,1
十一,1
會停,1
深一些,1
十二,1
有五米,1
一家裡,1
范德,1
這台值,1
開帥,1
該路,1
家快,1
未進,1
則僅,1
左偏,1
右衝,1
晃後才,1
穩定下來,1
左打,1
扭動,1
轉回來,1
暢旺,1
百輛,1
鏈動,1
行為人,1
操雞,1
本件,1
難告,1
加州灣區,1
爬山,1
待速,1
候選,1
全頭,1
送年,1
加侖,1
滿油,1
往右,1
右線,1
最新剛,1
林亞,1
某買,1
吸引住,1
將全車,1
來令片,1
上人,1
被後車,1
一會兒,1
突切險,1
傢伙,1
想紅,1
他過,1
剛來,1
先和特,1
開幹,1
馬哈拉,1
有進,1
貿易商,1
留下來,1
遇右車,1
洪浚緯,1
一往,1
聖誕,1
大風雪,1
溼滑,1
賠償金,1
抗辯,1
免賠,1
充實,1
宣示性,1
所定,1
指人,1
對大多數,1
研商,1
調價,1
立案,1
交易法,1
士院,1
也持,1
小道,1
成功率,1
載客人,1
輛僅,1
重量級,1
第而,1
一覽,1
名月,1
時所能,1
損害額,1
還算穩,1
保護法,1
用得,1
換一組,1
靜音,1
厚道,1
放三個,1
登機箱,1
咖啡杯,1
珍奶,1
飲料杯,1
抬高,1
隱匿,1
高院,1
葉姓,1
備位,1
突大,1
遭駁,1
王宏舜,1
駁回,1
蒙受,1
前應經,1
需數個,1
靚麗,1
負擔得起,1
略長,1
星號,1
偽造,1
說成,1
三四十萬雙,1
經文,1
麻痺,1
移民,1
一途,1
事倍功半,1
是當,1
一兩個,1
爬升,1
一時之間,1
積累,1
要降,1
特手,1
裝回,1
這兩點,1
越慢,1
那特,1
越晚,1
漲連,1
詳述,1
月銷,1
上什麼,1
寫過,1
推好,1
公版,1
剪好,1
代連,1
簡銘,1
光復南路,1
觀落陰,1
得過,1
誦經,1
團來,1
衝出來,1
想文,1
信義,1
理智,1
神智不清,1
雜支,1
共約,1
萬等車,1
下完,1
看不順眼,1
風平浪靜,1
中寫,1
中人,1
車版文,1
剛一份,1
出庭,1
做此,1
範疇,1
多飛,1
有售,1
先轉,1
水杯,1
掉出來,1
花近,1
瞄到,1
來擔,1
主控權,1
黯淡,1
車月,1
改革,1
或次,1
東海,1
八點,1
張買,1
高麗菜,1
獻給,1
台裔,1
破張,1
宣傳片,1
賣輛,1
這支,1
排至,1
改稱為,1
足具,1
加贈,1
最高的則,1
熱能,1
首批輛,1
贈禮,1
一空,1
僅以,1
第月,1
月則,1
與輛,1
作證,1
雙雄,1
車名,1
第代,1
血緣,1
從產,1
改將,1
結案,1
偶像,1
擁車,1
分母,1
利己,1
含著緩,1
但後車,1
數車,1
柱算蠻,1
駛來,1
想著,1
純想,1
風土,1
民情,1
夷為平地,1
第三次,1
特許權,1
潔淨,1
裡近,1
移出,1
住進,1
燒不太,1
表是,1
率排,1
總平均,1
並不算,1
利人,1
眼快,1
還比人,1
臉紅,1
右桿,1
左大燈,1
實況主,1
右後燈,1
欄杆,1
當面,1
退票,1
到後車,1
稀泥,1
還有跡,1
放輕,1
過但,1
賠上,1
免不了,1
划不來,1
看特,1
來亮,1
讓後車,1
更遠,1
照得整,1
阿凡,1
滿期,1
動物,1
未滿,1
控股,1
境地,1
一族,1
島上,1
著至名,1
流離失所,1
懷有,1
極深,1
敬意,1
狩獵,1
採集,1
游牧,1
推入,1
對立,1
迫害,1
心血管,1
灌到,1
籌碼,1
好人,1
一盤,1
棋下,1
傷神,1
年哈,1
青山,1
台望,1
五樓,1
率太高,1
年乙式,1
只算,1
化年,1
推款,1
交接,1
演說,1
以數,1
試作,1
出生地,1
訪中,1
二名,1
礦場,1
考照,1
瘋傳,1
走動,1
爭吵,1
修飾,1
製作成,1
迷因,1
有十幾個,1
右大燈,1
萬磁王,1
南夢宮,1
咒罵,1
兩三百萬買,1
台什麼,1
字幕,1
能勝,1
小而,1
一千匹,1
日彎,1
很給,1
智慧車,1
侵入性,1
民不聊生,1
上過,1
住宅區,1
轉傳,1
伺服器,1
匿名,1
屋內,1
野火,1
聲名大噪,1
挖掘,1
騷擾,1
養分,1
好養少,1
走來走去,1
互嘴,1
一笑置之,1
彈些,1
硬朗,1
大零百秒,1
罩門,1
阿金,1
試外,1
車多半,1
人見,1
剩一半,1
人愛但,1
或家裡,1
好些,1
兩級,1
慢吞吞,1
裡少數,1
無聲無息,1
月車,1
平順,1
無趣,1
盤且,1
修養,1
將這項,1
買頭,1
太苦,1
眼淚,1
重烤,1
兩三萬,1
可不怕,1
大半是,1
賠不起,1
歡歡喜喜,1
牽完,1
打來,1
車又換,1
凹掉,1
我直,1
空白,1
拜完,1
土地公,1
保佑,1
人緣,1
好強,1
開三聯,1
索取,1
人算,1
要四個,1
全自動化,1
整頓,1
抓幾個,1
樂好,1
只載,1
高升,1
爬爬,1
林坡拉個,1
還挺行,1
這具升,1
比多開,1
碼時,1
標售,1
六萬多,1
倉庫,1
葉配,1
兩片,1
少子化,1
膠合,1
當人,1
山東,1
樂其中,1
樂指,1
鉛酸,1
地小人,1
內行,1
無望,1
底線,1
國北,1
來輛車,1
不充,1
不去,1
程睿紳,1
和款,1
劃分,1
將於本,1
壅塞,1
共人受,1
點分許,1
車共,1
底牌,1
人受,1
打瞌睡,1
如未,1
致人,1
養足,1
慘重,1
部分進,1
陳柏安,1
兩相,1
誤踩,1
拔下,1
還插,1
功德,1
全遭,1
前新冠,1
一兩百萬,1
怎可,1
整組來,1
明準,1
之二,1
越強,1
明台,1
華南,1
滑害,1
蠢爆,1
特開,1
你搖,1
媽的,1
順心,1
商務車,1
參戰,1
五陵,1
紅光,1
格不充,1
男怒,1
僅靠,1
收小,1
養成,1
依次,1
出之路,1
年剛,1
徘徊,1
相繼,1
並出,1
這幾家,1
海運,1
造船,1
表但,1
差個,1
